market_constraint,dayzer_constraint,pano_constraint,dayzer_score,dayzer_confidence,dayzer_status,dayzer_id,pano_score,pano_confidence,pano_status,pano_id,pano_latest,pano_stale,overall_score,overall_confidence,market_id
VALLEY4 500 KV VALLEY4 TX1 XFORMER : L500.BATHCOUNTY-LEXINGTON.547,VALLEY4_500 KV_TX1:L500.Bath County-Lexington,VALLEY4  TX1      XFORMER   H  500 KV : L500.BathCounty-Lexington.547,96.82,high,matched,521041,100.0,high,matched,14088,2014-05-20,True,96.82,high,10000468843_10002554361
HARWICK 138 KV  HAR-HOU : L138.PITTSBURGH MILLS-SPRINGDALE,HARWICK_138 KV_HAR-HOU:L138.Pittsburgh Mills-Springdale,HARWICK 138KV - HOUSEVIL 138KV (HARWICK 138 KV HAR-HOU) : L138.Pittsburgh Mills-Springdale,100.0,high,matched,550604,100.0,high,matched,5974,2020-05-06,True,100.0,high,10002891211_10002905456
NAMPTON 138 KV  NHA-SIE1 : L230.HOSENSACK-WESCOSVILLE + 230/138.WESCOSVLLE.T5,NAMPTON_138 KV_NHA-SIE1:L230.Hosensack-Wescosville + 230/138.Wescosvlle.T5,SIEGFRIE 138KV - NAMPTON 138KV (NAMPTON 138 KV NHA-SIE1) : L230.Hosensack-Wescosville + 230/138.Wescosvlle.T5,100.0,high,matched,550975,100.0,high,matched,5431,2020-12-18,True,100.0,high,10015892086_10016487186
MITCHELL 138 KV MITCHELL-UNIONJCT MI-UNNJ : L500.CABOT-KEYSTONE.5002,MITCHELL_138 KV_MIT-UNI:L500.Cabot-Keystone.5002,MITCHELL 138KV - UNIONJCT 138KV (MITCHELL 138 KV MIT-UNI) : L500.Cabot-Keystone.5002,87.0,medium,matched,550511,95.94,high,matched,6078,2020-03-10,True,87.0,medium,10000567070_10001852347
WILLIAMS69 KV   WIL-WILT : L230.CUMBERLAND-ORCHARD.2314,WILLIAMS_69 KV_WIL-WILT:L230.Cumberland-Orchard.2314,WILLIAMS69 KV   WIL-WILT : L230.Cumberland-Orchard.2314,100.0,high,matched,550486,100.0,high,matched,6132,2020-01-21,True,100.0,high,10016230540_10004197374
ELLISONR138 KV  ELL-SOR : ACTUAL,ELLISONR_138 KV_ELL-SOR:ACTUAL,SORENSON 138KV - ELLISONR 138KV (ELLISONR 138 KV ELL-SOR) : BASE,100.0,high,matched,520424,100.0,high,matched,5385,2021-01-25,True,100.0,high,10015875737_10000680485
HOOPERDP_115KVHOO-JET_1_LN : ACTUAL,HOOPERDP_115 KV_HOO-JET:ACTUAL,HOOPERDP 115KV - JETERSVL 115KV (HOOPERDP 115 KV HOO-JET) : BASE,100.0,high,matched,520866,93.63,high,matched,1026,2025-11-05,True,93.63,high,10018995153_10000680485
UTICAJCT 115 KV UTICAJCT-WAYNE WAE 1010 : L115.ECLIPSE-PINEY.1038,UTICAJCT_115 KV_UTI-WAY:L115.Eclipse-Piney.1038,WAYNE 115KV - UTICAJCT 115KV (UTICAJCT 115 KV UTI-WAY) : L115.Eclipse-Piney.1038,86.32,medium,matched,553258,90.08,high,matched,3143,2023-11-30,True,86.32,medium,10000566187_10015937987
JACK ME 115 KV JACK ME-MENGES 994-1 : L115.HUNTERSTOWN-OXFORD (SCTNLZ),JACK ME_115 KV_JAC-NHA:L115.Hunterstown-Oxford (Sctnlz),JACK ME 115KV - MENGES 115KV (JACK ME 115 KV JAC-MEN) : L115.Hunterstown-Oxford (Sctnlz),85.56,medium,matched,554606,91.88,high,matched,4389,2022-07-12,True,85.56,medium,10000565945_10017001117
WESTERN REACTIVE TRANSFER INTERFACE : L500.HUNTERSTOWN-CONASTONE.5013,Western Interface:L500.Hunterstown-Vinco.5068,TRANSFER INTERFACE: PA-CENT : L500.Hunterstown-Conastone.5013,91.55,high,matched,5109869,88.18,medium,matched,6209,2019-12-10,True,88.18,medium,10002233512_10002561209
DARRAH  138 KV  DAR-EPR1 : L765.BAKER-HANGINGROCK,DARRAH_138 KV_DAR-EPR1:L765.Baker-HangingRock,EPROCTOR 138KV - DARRAH 138KV (DARRAH 138 KV DAR-EPR1) : L765.Baker-HangingRock,100.0,high,matched,534617,100.0,high,matched,4486,2022-06-02,True,100.0,high,10015876075_10003950418
ALLENIM 138 KV  ALL-ROBI : 345/138.ROBISONPARK.T5,ALLENIM_138 KV_ALL-ROBI:345/138.RobisonPark.T5,ALLENIM 138KV - ROBISONP 138KV (ALLENIM 138 KV ALL-ROBI) : 345/138.RobisonPark.T5,100.0,high,matched,554049,100.0,high,matched,2069,2025-02-10,True,100.0,high,10018492961_10004196968
SHAWVILL115 KV  BNK 1A-S : L230.SHAWVILLE-SHINGLETOWN.2022,SHAWVILL_115 KV_BNK 1A-S:L230.Shawville-Shingletown.2022,SHAWVILL 1KV - SHAWVILL 115KV (SHAWVILL 115 KV BNK 1A-S) : L230.Shawville-Shingletown.2022,100.0,high,matched,553331,100.0,high,matched,2947,2024-03-13,True,100.0,high,10004177767_10017392442
BRUNSWIC230 KV  BRU-MEA : L230.GREYSTONE-WHIPPANY.Q1031 + 230/115.WHPPNY.12,BRUNSWIC_230 KV_BRU-MEA:L230.Greystone-Whippany.Q1031 + 230/115.Whppny.12,BRUNSWIC 230KV - MEADOWRD 230KV (BRUNSWIC 230 KV BRU-MEA) : L230.Greystone-Whippany.Q1031 + 230/115.Whppny.12,100.0,high,matched,551564,100.0,high,matched,4652,2022-03-08,True,100.0,high,10016894148_10016934681
ELIMA   138 KV  ELI-HAV1 : L345.TANNERSCREEK-DEARBORN.1,ELIMA_138 KV_ELI-HAV1:L345.TannersCreek-Dearborn.1,HAVILAND 138KV - ELIMA 138KV (ELIMA 138 KV ELI-HAV1) : L345.TannersCreek-Dearborn.1,100.0,high,matched,550902,100.0,high,matched,5498,2020-11-16,True,100.0,high,10016017601_10016047232
CLAYTNAE 69 KV CLAYTON AE-WOODSTOWN 0714 : L230.BRIDGEPORT-MICKLETON.2315,CLAYTNAE_69 KV_CLA-WOO:L230.Bridgeport-Mickleton.2315,WOODSTOW 69KV - CLAYTNAE 69KV (CLAYTNAE 69 KV CLA-WOO) : L230.Bridgeport-Mickleton.2315,85.56,medium,matched,201458,86.27,medium,matched,4649,2022-03-09,True,85.56,medium,10000580348_10002499651
SAXTON_115KVSAX-THR_1_LN : 230/115.LEWISTOWN.T3,SAXTON_115 KV_SAX-THR:230/115.Lewistown.T3,SAXTON  115 KV  SAX-THR : Lewistown #1 230/115/46 kV transformer,100.0,high,matched,550218,97.16,high,matched,21053,2010-09-25,True,97.16,high,10019117550_10015880680
BERLNLK 138 KV  BER-BLUE : ACTUAL,BERLNLK_138 KV_BER-BLUE:ACTUAL,BERLNLK 138KV - BLUEBELL 138KV (BERLNLK 138 KV BER-BLUE) : BASE,100.0,high,matched,520771,100.0,high,matched,3907,2023-01-26,True,100.0,high,10016928400_10000680485
CHAPRLTP 230 KV CHAPRLTP-CARSON4 249B : L500.ELMONT-CUNNINGHAM.553,CHAPRLTP_230 KV_249B:L500.Elmont-Cunningham.553,CARSON4 230KV - CHAPRLTP 230KV (CHAPRLTP 230 KV 249B) : L500.Elmont-Cunningham.553,100.0,high,matched,551148,100.0,high,matched,5117,2021-05-28,True,100.0,high,10000569970_10002232562
FACEROCK_FAC69697_SD_1_LN : ACTUAL,FACEROCK_69 KV_697_SD:ACTUAL,FACEROCK_FAC69697_SD_1_LN : BASE,85.87,medium,matched,514157,100.0,high,matched,540,2026-02-23,False,85.87,medium,10019277489_10000680485
13 CRAWF138 KV  1320 : ACTUAL,13 CRAWF     138-13 CRAWF     138,13 CRAWF 138KV - 45 JEFFE 138KV (13 CRAWF 138 KV 1320) : BASE,100.0,high,matched,1000037,100.0,high,matched,4005,2022-12-16,True,100.0,high,10017079278_10000680485
PURDY   115 KV  148A : L115.CAROLINA-SOCKMAN-PLEASANTHILLTAP-SKIPPERS.130,PURDY_115 KV_148A:L115.Carolina-Sockman-PleasantHillTap-Skippers.130,CLBHOUSE 115KV - PURDY 115KV (PURDY 115 KV 148A) : L115.Carolina-Sockman-PleasantHillTap-Skippers.130,100.0,high,matched,552760,100.0,high,matched,3576,2023-06-18,True,100.0,high,10017144393_10017143496
DILLSBUR 115 KV DILLSBUR-GARDNERS 973-2 : L115.HUNTERSTOWN-TEXASEASTERN-GARDNERS.991,DILLSBUR_115 KV_DIL-GAR:L115.Hunterstown-TexasEastern-Gardners.991,DILLSBUR 115KV - GARDNERS 115KV (DILLSBUR 115 KV DIL-GAR) : L115.Hunterstown-TexasEastern-Gardners.991,86.32,medium,matched,554335,92.78,high,matched,1260,2025-09-19,True,86.32,medium,10000565911_10017418925
CLAYTNAE 69 KV CLAYTON AE-WOODSTOWN 0714 : 500/230.ORCHARD.T1,CLAYTNAE_69 KV_CLA-WOO:500/230.Orchard.T1,CLAYTNAE 69KV - WOODSTOW 69KV (CLAYTNAE 69 KV CLA-WOO) : 500/230.Orchard.T1,85.56,medium,matched,531520,86.27,medium,matched,3799,2023-03-27,True,85.56,medium,10000580348_10002849460
08LAPLJT138 KV  08L-SAN1 : TIDD.CARDINAL.U1,08LAPLJT_138 KV_08L-SAN1:Tidd.Cardinal.U1,08LAPLJT 138KV - SANDERSO 138KV (08LAPLJT 138 KV 08L-SAN1) : Tidd.Cardinal.U1,100.0,high,matched,552894,100.0,high,matched,3460,2023-08-23,True,100.0,high,10002915154_10002663378
GOETHALS230 KV  GOE-LINA : ACTUAL,GOETHALS_230 KV_GOE-LINA:ACTUAL,LINDEN 230KV - GOETHALS 230KV (GOETHALS 230 KV GOE-LINA) : BASE,100.0,high,matched,520912,100.0,high,matched,3128,2023-12-07,True,100.0,high,10017291541_10000680485
LOUDOUN4 569T584 CB            500 KV : L500.BRISTERS-OX.539,LOUDOUN4_500 KV_TX2:L500.Bristers-Morrisville.545,LOUDOUN4 569T584 CB            500 KV : L500.Bristers-Ox.539,84.93,medium,matched,529528,100.0,high,matched,5021,2021-07-26,True,84.93,medium,10016737428_10002236365
DARLEYRD 69 KV DARLEYRD-NAAMANS 6835 : L230.LINWOOD-POST.220-97A,DARLEYRD_69 KV_DAR-NAA:L230.Linwood-Post.220-97A,NAAMANS 69KV - DARLEYRD 69KV (DARLEYRD 69 KV DAR-NAA) : L230.Linwood-Post.220-97A,85.56,medium,matched,551220,93.37,high,matched,4976,2021-09-08,True,85.56,medium,10000566521_10016773434
MICHIGAN CITY - DUNEACRE 138 KV L/O DUMONT - WILTON CENTER 765 KV : L765.DUMONT-WILTONCENTER.11215,DUNEACRE_138 KV_DUN-MIC2:L765.Dumont-Greentown,Michigan City - DuneAcre 138 kV l/o Dumont - Wilton Center 765 kV : L765.Dumont-WiltonCenter.11215,74.06,low,matched,554189,100.0,high,matched,5040,2021-07-03,True,74.06,low,10016749802_10004059893
ATHENIA 230 KV  ATH-SADF : ACTUAL,ATHENIA_230 KV_ATH-SADF:ACTUAL,ATHENIA 230KV - SADDLEBR 230KV (ATHENIA 230 KV ATH-SADF) : BASE,100.0,high,matched,519989,100.0,high,matched,3852,2023-02-22,True,100.0,high,10002926355_10000680485
MAKAHOY 138 KV  MAK-STR : ACTUAL,MAKAHOY_138 KV_MAK-STR:ACTUAL,STRAWTON 138KV - MAKAHOY 138KV (MAKAHOY 138 KV MAK-STR) : BASE,100.0,high,matched,520839,100.0,high,matched,3753,2023-04-20,True,100.0,high,10017083224_10000680485
MOUN_UGI_69KVMOU-WAS_1_LN : ACTUAL,MOUN UGI_69 KV_MOU-WAS:ACTUAL,MOUN UGI69 KV   MOU-WAS : BASE,100.0,high,matched,512843,100.0,high,matched,16466,2012-12-19,True,100.0,high,10019546146_10000680485
CEDARCRE_138KVCED-CLA_1_LN : L230.CARTANZA-MILFORD.23033,CEDARCRE_138 KV_CED-CLA:L230.Cartanza-Milford.23033,CEDARCRE 138KV - CLAYTON 138KV (CEDARCRE 138 KV CED-CLA) : L230.Cartanza-Milford.23033,100.0,high,matched,529507,93.63,high,matched,745,2026-01-09,False,93.63,high,10019094841_10002380726
MANOR   69 KV   MAN-SAF2 : L230.OTTERCRK-SAFEHARBOR-MANOR.2302,MANOR_69 KV_MAN-SAF3:L230.OtterCrk-SafeHarbor-Manor.2302,MANOR   69 KV   MAN-SAF2 : L230.OtterCrk-SafeHarbor-Manor.2302,96.75,high,matched,551884,100.0,high,matched,5813,2020-07-03,True,96.75,high,10016051259_10016433381
ALLENIM 138 KV  ALL-LOG : L345.BRAIDWOOD-EASTFRANKFORT.2001,ALLENIM_138 KV_ALL-LOG:L345.Braidwood-EastFrankfort.2001,ALLENIM 138KV - LOGTOWN 138KV (ALLENIM 138 KV ALL-LOG) : L345.Braidwood-EastFrankfort.2001,100.0,high,matched,550719,100.0,high,matched,5822,2020-06-27,True,100.0,high,10016240939_10002903278
ECLIPSE 115 KV ECL-PIN : L345.ASHTABULA-PERRY,ECLIPSE_115 KV_ECL-PIN:L345.Ashtabula-Perry,PINEY 115KV - ECLIPSE 115KV (ECLIPSE 115 KV ECL-PIN) : L345.ErieWest-Ashtabula-Perry,100.0,high,matched,553797,100.0,high,matched,8975,2017-09-08,True,100.0,high,10002849459_10016893649
CEDARSUB230 KV CED-WILF : L230.ESSEX-NEWARK ENERGY CENTER.Q-2322,CEDARSUB_230 KV_CED-WILF:L230.Essex-Newark Energy Center.Q-2322,WILLIAM1 230KV - CEDARSUB 230KV (CEDARSUB 230 KV CED-WILF) : L230.Essex-Newark Energy Center.Q-2322,100.0,high,matched,534174,100.0,high,matched,5270,2021-03-08,True,100.0,high,10002484779_10004294733
GLENBROO69 KV   GLE-KOON : 230/66.MOUNTAIN.T2 (SCTNLZ),GLENBROO_69 KV_GLE-KOON:230/66.Mountain.T2 (Sctnlz),GLENBROO 69KV - KOONSVIL 69KV (GLENBROO 69 KV GLE-KOON) : 230/66.Mountain.T2 (Sctnlz),100.0,high,matched,553841,100.0,high,matched,1245,2025-09-22,True,100.0,high,10017125345_10004210905
MORANDP 115 KV  158A : L230.BREMO-CARTERSVILLE-POWHATAN-MIDLOTHIAN.2027,MORANDP_115 KV_158A:L230.Bremo-Cartersville-Powhatan-Midlothian.2027,FARMVILL 115KV - MORANDP 115KV (MORANDP 115 KV 158A) : L230.Bremo-Cartersville-Powhatan-Midlothian.2027,100.0,high,matched,552852,100.0,high,matched,3481,2023-08-08,True,100.0,high,10016033566_10004219051
GATESHIL 138 KV GATESHIL-LARDIN GAT-LAR : L345.CRESCENT-MANSFIELD,GATESHIL_138 KV_GAT-LAR:L345.Crescent-Mansfield,LARDIN 138KV - GATESHIL 138KV (GATESHIL 138 KV GAT-LAR) : L345.Crescent-Mansfield,100.0,high,matched,552085,100.0,high,matched,4124,2022-11-08,True,100.0,high,10000566947_10002901853
RUSSELJC161 KV  20R-5WO1 : ACTUAL,RUSSELJC_161 KV_20R-5WO1:ACTUAL,WOLF_CRK 161KV - RUSSELJC 161KV (RUSSELJC 161 KV 20R-5WO1) : BASE,100.0,high,matched,520702,100.0,high,matched,3674,2023-05-16,True,100.0,high,10016462038_10000680485
KELFORD 115 KV  126A : ACTUAL,KELFORD_115 KV_126A:ACTUAL,KELFORD 115KV - EARLEYS 115KV (KELFORD 115 KV 126A) : BASE,100.0,high,matched,514087,100.0,high,matched,1815,2025-05-02,True,100.0,high,10017168581_10000680485
CULVER  69 KV   CUL-OCC : 230/138.PINEYGROVE.AT20,CULVER_69 KV_CUL-OCC:230/138.PineyGrove.AT20,OCEANCTY 69KV - CULVER 69KV (CULVER 69 KV CUL-OCC) : 230/138.PineyGrove.AT20,100.0,high,matched,551025,100.0,high,matched,5249,2021-03-17,True,100.0,high,10003894004_10001982084
ALBRIGHT 138 KV ALBRIGHT-GARRETT : L500.BLACKOAK-HATFIELD.542,ALBRIGHT_138 KV_ALB-GAR:L500.Black Oak-Hatfield,ALBRIGHT 138KV - GARRETT 138KV (ALBRIGHT 138 KV ALB-GAR) : L500.BlackOak-Hatfield,85.12,medium,matched,28100202,100.0,high,matched,3499,2023-07-27,True,85.12,medium,10000566685_10017327258
CRANESCR_230KV2157A_1_LN : L500.LADYSMTH-CHANCELR.581,CRANESCR_230 KV_2157A:L500.LadySmth-Chancelr.581,FRDRKSBG 230KV - CRANESCR 230KV (CRANESCR 230 KV 2157A) : L500.LadySmth-Chancelr.581,100.0,high,matched,554565,93.09,high,matched,467,2026-03-10,False,93.09,high,10019380397_10004197606
HAVILAND69 KV   HAV-NVA : 345/138.ROBISONPARK.T5,HAVILAND_69 KV_HAV-NVA:345/138.RobisonPark.T5,HAVILAND 69KV - NVANWERT 69KV (HAVILAND 69 KV HAV-NVA) : 345/138.RobisonPark.T5,100.0,high,matched,554200,100.0,high,matched,1836,2025-04-28,True,100.0,high,10018421048_10004196968
3ROCKY 115 KV 3ROCKY -BATTLEBO 123A : L115.TARBORO-TARBORO5-MORSBGDP-TARRIVERTAP.55,3ROCKY_115 KV_123A:L115.Tarboro-Tarboro5-MorsbgDP-TarRiverTap.55,3ROCKY 115KV - BATTLEBO 115KV (3ROCKY 115 KV 123A) : L115.Tarboro-Tarboro5-MorsbgDP-TarRiverTap.55,100.0,high,matched,552973,100.0,high,matched,3338,2023-09-29,True,100.0,high,10000575840_10017174460
SHERWOOD_115KV91C_1_LN : L500.MIDLOTHIAN-NORTHANNA.576,SHERWOOD_115 KV_91C:L500.Midlothian-NorthAnna.576,TRANSCO 115KV - SHERWOOD 115KV (SHERWOOD 115 KV 91C) : L500.Midlothian-NorthAnna.576,100.0,high,matched,554576,92.44,high,matched,371,2026-03-24,False,92.44,high,10019544549_10014030694
CONASTON230 KV  CNS-NOR1 : L230.GRACETON-FVFRKS.110510 + 230/115.GRCTN.230-1,CONASTON_230 KV_CNS-NOR1:L230.Graceton-FvFrks.110510 + 230/115.Grctn.230-1,CONASTON 230KV - NRTHWES2 230KV (CONASTON 230 KV CNS-NOR1) : L230.Graceton-FvFrks.110510 + 230/115.Grctn.230-1,100.0,high,matched,550967,100.0,high,matched,5376,2021-01-27,True,100.0,high,10002873249_10015876090
MAINSTRE138 KV  MAI-RIV1 : L138.BOSSERMAN-MICHIGANCITY,MAINSTRE_138 KV_MAI-RIV1:345/138.Olive.T2(Sctnlz),RIVERSIM 138KV - MAINSTRE 138KV (MAINSTRE 138 KV MAI-RIV1) : L138.Bosserman-MichiganCity,76.2,low,matched,535098,100.0,high,matched,5587,2020-10-09,True,76.2,low,10016007730_10003892748
DESOTO  138 KV  DES-MOD : 138/69.JAY.T1,DESOTO_138 KV_DES-MOD:138/69.Jay.T1,DESOTO 138KV - MODOC 138KV (DESOTO 138 KV DES-MOD) : 138/69.Jay.T1,100.0,high,matched,550479,100.0,high,matched,6145,2020-01-07,True,100.0,high,10016229651_10004182437
BLAIRSVE138 KV  BLA-SOC : 500/230.KEYSTONE.T4,BLAIRSVE_138 KV_BLA-SOC:500/230.Keystone.T4,BLAIRSVE 138KV - SOCIALHA 138KV (BLAIRSVE 138 KV BLA-SOC) : 500/230.Keystone.T4,100.0,high,matched,550841,100.0,high,matched,5579,2020-10-13,True,100.0,high,10004071487_10002555868
CARL PN-GARDNERS 1049 B 115 KV : 500/230.KEYSTONE.T4,CARL PN_115 KV_CAR-GAR:500/230.Keystone.T4,GARDNERS 115KV - CARL PN 115KV (CARL PN 115 KV CAR-GAR) : 500/230.Keystone.T4,85.56,medium,matched,551048,91.42,high,matched,5261,2021-03-12,True,85.56,medium,10002864514_10002555868
CEDAR_IT161 KV  CED-CEDL : ACTUAL,CEDAR_IT_161 KV_CED-CEDL:ACTUAL,CEDAR_IT 161KV - CEDAR_LG 161KV (CEDAR_IT 161 KV CED-CEDL) : BASE,100.0,high,matched,520822,100.0,high,matched,3892,2023-02-03,True,100.0,high,10017091209_10000680485
CARS DUQ138 KV  CAR-FOR : ACTUAL,CARS DUQ_138 KV_CAR-HOM:ACTUAL,CARS DUQ138 KV  CAR-FOR : BASE,94.35,high,matched,28000098,100.0,high,matched,3351,2023-09-26,True,94.35,high,10017174475_10000680485
BLAIRSVE138 KV  BLA-SOC : ACTUAL,BLAIRSVE_138 KV_BLA-SOC:ACTUAL,SOCIALHA 138KV - BLAIRSVE 138KV (BLAIRSVE 138 KV BLA-SOC) : BASE,100.0,high,matched,520915,100.0,high,matched,565,2026-02-17,False,100.0,high,10004071487_10000680485
111 ELEC 345 KV 111 ELECT J 45TR81 CT : ACTUAL,111 ELEC_345 KV_16703:ACTUAL,111 ELEC345 KV  16704 : BASE,89.17,medium,matched,519359,89.17,medium,matched,15422,2013-09-09,True,89.17,medium,10000466758_10000680485
DOEX530 345 KV  DOE-PIE1 : L345.12 DRESDEN-900 ELWOOD.1222,DOEX530_345 KV_DOE-PIE1:L345.12 Dresden-900 Elwood.1222,DOEX530 345KV - PIERCE 345KV (DOEX530 345 KV DOE-PIE1) : L345.12 Dresden-900 Elwood.1222,100.0,high,matched,552686,100.0,high,matched,3652,2023-05-24,True,100.0,high,10016006396_10002892172
ALLENIM 138 KV  ALL-LOG : L345.SOUTHBERWICK-GALION,ALLENIM_138 KV_ALL-LOG:L345.SouthBerwick-Galion,ALLENIM 138KV - LOGTOWN 138KV (ALLENIM 138 KV ALL-LOG) : L345.SouthBerwick-Galion,100.0,high,matched,550746,100.0,high,matched,5783,2020-07-19,True,100.0,high,10016240939_10002494671
ALLENPOR-CHARLERO CH-ALP A 138 KV : L500.CABOT-CRANBERRY,CHARLERO_138 KV_CHA-YUK:L500.Cabot-Cranberry,ALLENPOR 138KV - CHARLERO 138KV (ALLENPOR 138 KV ALL-CHA) : L500.Cabot-Cranberry,86.32,medium,matched,550509,95.0,high,matched,6140,2020-01-12,True,86.32,medium,10002923089_10002235948
HAWTHORN 230 KV HAWTHORN-HINCHMAN N-2266 : ACTUAL,HINCHMAN_230 KV_T20:ACTUAL,HAWTHORN 230KV - HINCHMAN 230KV (HAWTHORN 230 KV HAW-HIN) : BASE,92.35,high,matched,514064,91.73,high,matched,5368,2021-02-01,True,91.73,high,10000565037_10000680485
MEADOWBR-STRASBUR MST A 138 KV : L765.CULLODEN-WYOMING,MEADOWBR 138-MEADOWBR 500,MEADOWBR138 KV  MEA-STR : L765.Culloden-Wyoming,58.51,review,review,500089,86.51,medium,matched,5259,2021-03-13,True,58.51,review,10002875988_10002551538
GARRETAP-GARRETT B 115 KV : 500/230.KEYSTONE.T4,GARRETAP_115 KV_GAR-GAR:500/230.Keystone.T4,GARRETAP 115KV - GARRETT 115KV (GARRETAP 115 KV GAR-GAR) : 500/230.Keystone.T4,92.35,high,matched,550275,97.29,high,matched,5260,2021-03-13,True,92.35,high,10015745371_10002555868
BURCHESH 230 KV BURCHESH-TALBERT 23081 : 500/230.CHALKPOINT.T6,BURCHESH_230 KV_BUR-TAL1:500/230.ChalkPoint.T6,BURCHESH 230KV - TALBERT 230KV (BURCHESH 230 KV BUR-TAL1) : 500/230.ChalkPoint.T6,85.0,medium,matched,553820,92.5,high,matched,2455,2024-09-10,True,85.0,medium,10000566245_10016433380
MILLBROO138 KV  MIL-SIN1 : L500.BROADFORD-SULLIVAN (TVA) TIE,MILLBROO_138 KV_MIL-SIN1:L500.Broadford-Sullivan (TVA) Tie,MILLBROO 138KV - SINKINGS 138KV (MILLBROO 138 KV MIL-SIN1) : L500.Broadford-Sullivan (TVA) Tie,100.0,high,matched,550662,100.0,high,matched,5865,2020-06-08,True,100.0,high,10004212655_10002233705
ALLLUD4J 138 KV ALLLUD4J-ALLDAM6 ALJ-ALL : L500.FTMARTIN-RONCO.516,ALLLUD4J_138 KV_ALJ-ALL:L500.FtMartin-Ronco.516,ALLDAM6 138KV - ALLLUD4J 138KV (ALLLUD4J 138 KV ALJ-ALL) : L500.FtMartin-Ronco.516,100.0,high,matched,554332,100.0,high,matched,1350,2025-09-02,True,100.0,high,10002494587_10016744757
AMPPARK169 KV   AP1-HAR1 : 230/69.COPPERSTONE.T2,DOLFIELD_115 KV_DOL-HAR1:230/115.Northwest.230-3,AMPPARK169 KV   AP1-HAR1 : 230/69.Copperstone.T2,47.29,review,unmatched,201640,100.0,high,matched,4535,2022-05-12,True,47.29,review,10016230330_10016979519
51_MC_CO_T4_345TR82_1_XF : ACTUAL,51 MC CO_345 KV_TR82_1:ACTUAL,51 MC CO 345KV - 51 MC CO 138KV (51 MC CO 345 KV TR82_1) : BASE,85.87,medium,matched,513023,81.8,medium,matched,647,2026-02-04,False,81.8,medium,10019211834_10000680485
DOEX530 345 KV  DOE-PIE2 : L345.12 DRESDEN-900 ELWOOD.1222,DOEX530_345 KV_DOE-PIE2:L345.12 Dresden-900 Elwood.1222,DOEX530 345KV - PIERCE 345KV (DOEX530 345 KV DOE-PIE2) : L345.12 Dresden-900 Elwood.1222,100.0,high,matched,552680,100.0,high,matched,3654,2023-05-23,True,100.0,high,10016006397_10002892172
MICKLETO 230 KV MICKLETO MICK #4 XFORMER : 500/230.ORCHARD.T1,MICKLETO_230 KV_MICK #4:500/230.Orchard.T1,MICKLETO 230KV - MICKLETO 69KV (MICKLETO 230 KV MICK #4) : 500/230.Orchard.T1,100.0,high,matched,552938,100.0,high,matched,3403,2023-09-12,True,100.0,high,10000466451_10002849460
LOCKS   230 KV  TX6_ : L115.CAROLINA-SOCKMAN-PLEASANTHILLTAP-SKIPPERS.130,LOCKS_230 KV_TX6_:L115.Carolina-Sockman-PleasantHillTap-Skippers.130,LOCKS 115KV - LOCKS 230KV (LOCKS 230 KV TX6_) : L115.Carolina-Sockman-PleasantHillTap-Skippers.130,100.0,high,matched,552756,100.0,high,matched,3583,2023-06-15,True,100.0,high,10017144012_10017143496
116 GOOD345 KV  11622 : L345.12 DRESDEN-900 ELWOOD.1222,116 GOOD_345 KV_11622:L345.12 Dresden-900 Elwood.1222,900 ELWO 345KV - 116 GOOD 345KV (116 GOOD 345 KV 11622) : L345.12 Dresden-900 Elwood.1222,100.0,high,matched,553847,100.0,high,matched,2452,2024-09-11,True,100.0,high,10018247267_10002892172
BURTONSV 230 KV BURTONSV-SANDYSPR 2334 : L230.CONASTONE-NORTHWEST.2310,BURTONSV_230 KV_BUR-SAN3:L230.Conastone-Northwest.2310,BURTONSV 230KV - SANDYSPG 230KV (BURTONSV 230 KV BUR-SAN3) : L230.Conastone-Northwest.2310,85.0,medium,matched,551035,87.42,medium,matched,5272,2021-03-08,True,85.0,medium,10000579405_10002377741
FARLEY2 69 KV   LIB-FARL : ACTUAL,FARLEY2_69 KV_LIB-FARL:ACTUAL,LIB_CHUR 69KV - FARLEY2 69KV (FARLEY2 69 KV LIB-FARL) : BASE,100.0,high,matched,520330,100.0,high,matched,5693,2020-09-02,True,100.0,high,10004261962_10000680485
BULLRUN 230 KV  BUL-CLIF : L500.LOUDOUN-MORRISVILLE.569,BULLRUN_230 KV_BUL-CLIF:L500.Loudoun-Morrisville.569,CLIFTON 230KV - BULLRUN 230KV (BULLRUN 230 KV BUL-CLIF) : L500.Loudoun-Morrisville.569,100.0,high,matched,552243,100.0,high,matched,3921,2023-01-09,True,100.0,high,10016986083_10002236863
WNEWPHIL138 KV  WNE-HIL1 : L765.GAVIN-MOUNTAINEER,WNEWPHIL_138 KV_WNE-HIL1:L765.Gavin-Mountaineer,HILLVIEW 138KV - WNEWPHIL 138KV (WNEWPHIL 138 KV WNE-HIL1) : L765.Gavin-Mountaineer,100.0,high,matched,553039,100.0,high,matched,3239,2023-10-26,True,100.0,high,10017195808_10002666046
KERRDAM 115 KV 193D : L500.ELMONT-CUNNINGHAM.553,KERRDAM_115 KV_193D:L500.Elmont-Cunningham.553,KERRDP 115KV - KERRDAM 115KV (KERRDAM 115 KV 193D) : L500.Elmont-Cunningham.553,100.0,high,matched,552758,100.0,high,matched,3558,2023-06-22,True,100.0,high,10000686416_10002232562
