market_constraint,dayzer_constraint,pano_constraint,dayzer_score,dayzer_confidence,dayzer_status,dayzer_id,pano_score,pano_confidence,pano_status,pano_id,pano_latest,pano_stale,overall_score,overall_confidence,market_id
NOTTINGH 230 KV NOTTINGHM 2-3 SER DEV : L500.CONASTONE-PEACHBOTTOM.5012,NOTTINGH_230 KV_2-3:L500.Conastone-PeachBottom.5012,NOTTINGH230 KV  2-3 : (NUKE) L500.PeachBottom-Conastone.5012,100.0,high,matched,532145,100.0,high,matched,9224,2017-06-15,True,100.0,high,10002384305_10002493264
LENOX 115 KV LENOX-NMESHOPP NML 1090 : L230.ETOWANDA-HILLSIDE.2002 [NYISO],LENOX_115 KV_LEN-NME:L230.ETowanda-Hillside.2002 [NYISO] + SPS.ESayre,NMESHOPP 115KV - LENOX 115KV (LENOX 115 KV LEN-NME) : L230.ETowanda-Hillside.2002 [NYISO],83.75,medium,matched,529457,90.08,high,matched,783,2025-12-27,True,83.75,medium,10000566138_10001865201
EASTON  69 KV   EAS-EMU : ACTUAL,EASTON_69 KV_EAS-EMU:ACTUAL,EASTON 69KV - EMUNI 69KV (EASTON 69 KV EAS-EMU) : BASE,100.0,high,matched,520100,100.0,high,matched,1920,2025-03-27,True,100.0,high,10004072634_10000680485
SAYRECON230 KV SAY-SAY : ACTUAL,SAYRECON_230 KV_SAY-SAY:ACTUAL,SAYREVIL 230KV - SAYRECON 230KV (SAYRECON 230 KV SAY-SAY) : BASE,100.0,high,matched,512652,100.0,high,matched,2035,2025-02-21,True,100.0,high,10001822928_10000680485
MOUN UGI 230 KV MOUN UGI 2 XFORMER : 230/66.MOUNTAIN.T1 (SCTNLZ),MOUN UGI_230 KV_2:230/66.Mountain.T1 (Sctnlz),MOUN UGI 69KV - MOUN UGI 230KV (MOUN UGI 230 KV 2) : 230/66.Mountain.T1 (Sctnlz),100.0,high,matched,535123,100.0,high,matched,1060,2025-10-23,True,100.0,high,10000465752_10016012236
GRACETON 230 KV GRACETON-SAFEHARB 2303 : L500.CONASTONE-PEACHBOTTOM.5012,GRACETON_230 KV_230-1:L500.Brighton-Conastone,GRACETON-SAFEHARB 2303      A  230 KV : (NUKE) L500.PeachBottom-Conastone.5012,87.42,medium,matched,521189,100.0,high,matched,10597,2016-07-29,True,87.42,medium,10000565711_10002493264
94 HAURD-11323 11323 B 138 KV : L345.NELSON-ELECTRICJCT.15502,94 HAURD_138 KV_11323:L345.Nelson-Electric Junction.15502,94 HAURD 138KV - 11323 138KV (94 HAURD 138 KV 11323) : L345.Nelson-Lee 15501 + Nelson-ElectricJct 15502,96.72,high,matched,510445,100.0,high,matched,4071,2022-11-30,True,96.72,high,10002848522_10017401059
BERGEN 230 KV BER-HUD : ACTUAL,BERGEN_230 KV_BER-HUD:ACTUAL,BERGEN 230KV - HCS 230KV (BERGEN 230 KV BER-HUD) : BASE,100.0,high,matched,519402,100.0,high,matched,257,2026-04-12,False,100.0,high,10002485877_10000680485
LINE 69 KV MONR AE-VINELAND 0711-1 : L230.CUMBERLAND-ORCHARD.2314,MONR AE_69 KV_MON-VINE:L230.Cumberland-Orchard (FUTURE),MONR AE-VINELAND 0711-1     A  69 KV : L230.Churchtown-Orchard-Cumberland,80.0,medium,matched,532931,96.57,high,matched,13228,2014-11-17,True,80.0,medium,10002510696_10004197374
GARDNERS 115 KV GARDNERS-TEXSEAST GAR-TEX : L115.MIDDLETOWNJCT-COLLINS.975 (SCTNLZ),GARDNERS_115 KV_GAR-TEX:L115.MiddletownJct-Collins.975 (Sctnlz),GARDNERS-TEXSEAST GAR-TEX   A  115 KV : L115.MiddletownJct-Collins (Sctnlz),100.0,high,matched,500269,100.0,high,matched,16145,2013-03-22,True,100.0,high,10000565918_10002509034
RAMAPO  138 KV  RAM-SMA : 345/138.SOUTHMAHWAH.BK258,RAMAPO_138 KV_RAM-SMA:345/138.SouthMahwah.BK258,RAMAPO 138KV - SMAWA 138KV (RAMAPO 138 KV RAM-SMA) : 345/138.SouthMahwah.BK258,100.0,high,matched,550983,100.0,high,matched,2462,2024-09-07,True,100.0,high,10015848492_10016636204
ETOWANDA-HILLSIDE 2002 TIE  A   230 KV : L500.HOPATCONG-LACKAWANNA.5063,ETOWANDA_230 KV_ETO-HIL:L500.Hopatcong-Lackawanna.5063,ETOWANDA 230KV - HILLSIDE 230KV (ETOWANDA 230 KV ETO-HIL) : L500.Hopatcong-Lackawanna.5063,86.32,medium,matched,533974,90.71,high,matched,381,2026-03-23,False,86.32,medium,10017125044_10004212818
94 HAURD-11323 11323 B 138 KV : L345.NELSON-ELECTRICJUNCTION.15502,94 HAURD_138 KV_11323:L345.Nelson-Electric Junction.15502,94 HAURD 138KV - 11323 138KV (94 HAURD 138 KV 11323) : (NUKE) L345.Nelson-ElectricJunction.15502,99.49,high,matched,510445,100.0,high,matched,9791,2017-01-10,True,99.49,high,10002848522_10002903265
BERWICK 69 KV BERWICK-KOONSVIL : ACTUAL,KOONSVIL_69 KV_XFMR2:ACTUAL,BERWICK-KOONSVIL            A  69 KV : BASE,88.53,medium,matched,520156,100.0,high,matched,5314,2021-02-23,True,88.53,medium,10000565443_10000680485
PREST TIBB 138 KV L/O PRAIRIE STATE MT VERNON 345 KV : PRAIRIE STATE-W MT. VERNON 345,PRES_138 KV_PRE-TIBB:Prairie State-W Mt. Vernon 345,NCoultervil 138/230 kV l/o Prairie State - W Mt. Vernon 345 kV : Prairie State-W Mt. Vernon 345,81.13,medium,matched,551131,91.78,high,matched,5120,2021-05-27,True,81.13,medium,10016741614_10011896689
CHICAGO-PRAXAIR3 138 KV L/O WILTON CENTER-DUMONT 765 KV : L765.DUMONT-WILTONCENTER.11215,CENTER_115 KV_CEN-WES2:L115.Orchards-Westport.110586,Michigan City-Bosserman 138 kV l/o Dumont -Wilton Center 765 kV : L765.Dumont-WiltonCenter.11215,51.98,review,review,533055,87.3,medium,matched,7172,2018-12-04,True,51.98,review,10016741627_10004059893
ELIMA   138 KV  ELI-HAV1 : L765.MARYSVILLE-SORENSON,ELIMA_138 KV_ELI-HAV1:L765.Marysville-Sorenson,HAVILAND 138KV - ELIMA 138KV (ELIMA 138 KV ELI-HAV1) : L765.Marysville-Sorenson,100.0,high,matched,535034,100.0,high,matched,117,2026-04-21,False,100.0,high,10016017601_10002868109
DOEX530 345 KV  203T : ACTUAL,DOEX530_345 KV_203T:ACTUAL,DOEX530 13.8KV - DOEX530 345KV (DOEX530 345 KV 203T) : BASE,100.0,high,matched,520655,100.0,high,matched,503,2026-03-02,False,100.0,high,10016013601_10000680485
DOEX530 345 KV  208T : ACTUAL,DOEX530_345 KV_208T:ACTUAL,DOEX530 345 KV  208T : BASE,100.0,high,matched,520656,100.0,high,matched,1197,2025-10-01,True,100.0,high,10016013598_10000680485
BOONETWN230 KV  BOO-SRE : 500/230.LAUSCHTOWN.T3,BOONETWN_230 KV_BOO-SRE:TEMP:500/230.Lauschtown T3 + 5012,BOONETWN 230KV - SREADING 230KV (BOONETWN 230 KV BOO-SRE) : TEMP:500/230.Lauschtown T3 + 5012,100.0,high,matched,551057,100.0,high,matched,3258,2023-10-22,True,100.0,high,10016023276_10016031841
23 COLLI 345 KV 23 COLLINS 45TR92 CT : L765.COLLINS - PLANO.2315,23 COLLI_345 KV_TR92CT-S:L765.Collins - Plano.2315,23 COLLINS  45TR92 CT       H  345 KV : L765.Collins - Plano.2315,85.18,medium,matched,532246,97.68,high,matched,14688,2014-01-30,True,85.18,medium,10000467005_10002517669
ALLENIM 345 KV  ALL-RPM : L765.MARYSVILLE-SORENSON,ALLENIM_345 KV_ALL-RPM:L765.Marysville-Sorenson,RPMONE 345KV - ALLENIM 345KV (ALLENIM 345 KV ALL-RPM) : L765.Marysville-Sorenson,100.0,high,matched,532959,100.0,high,matched,4542,2022-05-11,True,100.0,high,10004075314_10002868109
94 HAURD138 KV 96101 : ACTUAL,94 HAURD_138 KV_96101:ACTUAL,961 LEE 138KV - 94 HAURD 138KV (94 HAURD 138 KV 96101) : BASE,100.0,high,matched,519190,100.0,high,matched,1717,2025-06-03,True,100.0,high,10002405459_10000680485
PRESTON-TANYARD 6716-5 B 69 KV : 230/138.VIENNA.AT20,PRESTON_69 KV_PRE-TAN:230/138.Vienna.AT20,TANYARD 69KV - PRESTON 69KV (PRESTON 69 KV PRE-TAN) : L230.Steele-Vienna.23085 & 230/138.Vienna.AT20,84.71,medium,matched,554418,89.6,medium,matched,2952,2024-03-11,True,84.71,medium,10002885534_10001865937
TMI 500 KV TMI 1 BANK XFORMER : L500.CONASTONE-PEACHBOTTOM.5012,TMI_500 KV_1 BANK:L500.Conastone-PeachBottom.5012,TMI 500KV - TMI 230KV (TMI 500 KV 1 BANK) : L500.Conastone-PeachBottom.5012,100.0,high,matched,522417,100.0,high,matched,1668,2025-06-12,True,100.0,high,10000466153_10002493264
NORTHWEST TAP - PURDUE 138 KV L/O WESTWOOD - W LAFAYETTE 138 KV : L138.WESTWOOD-08NW_TAP-WLAFYETT,WESTWOOD_345 KV_1:WESTWOOD #2 345/138KV TRANSFORMER,Northwest Tap - Purdue 138 kV l/o Westwood - W Lafayette 138 kV : L138.Westwood-08NW_Tap-WLafyett,70.38,low,matched,532386,100.0,high,matched,3864,2023-02-15,True,70.38,low,10016743807_10004185535
LORETTO 138 KV LORETTO-VIENNA 13780 : 230/138.PINEYGROVE.AT20,VIENNA_138 KV_AT2:230/138.PineyGrove.AT20,VIENNA 138KV - LORETTO 138KV (LORETTO 138 KV LOR-VIE) : 230/138.PineyGrove.AT20+L230.PinyGrve-IndinR.23002,91.33,high,matched,553911,91.88,high,matched,7119,2018-12-19,True,91.33,high,10000566613_10001982084
DUNEACRE - MICHIGAN CITY 13839 138 KV L/O WILTON CENTER - DUMONT 765 KV : L765.DUMONT-WILTONCENTER.11215,DUNEACRE_138 KV_DUN-MIC2:L765.Dumont-Greentown,Michigan City - DuneAcre 138 kV l/o Dumont - Wilton Center 765 kV : L765.Dumont-WiltonCenter.11215,74.06,low,matched,554189,100.0,high,matched,5040,2021-07-03,True,74.06,low,10017410690_10004059893
COOLSPRI230 KV  COL-MIL : L230.INDIANRIVER-MILFORD.23034,COOLSPRI_230 KV_COL-MIL:L230.IndianRiver-Milford.23034,COOLSPRI-MILFORD  COL-MIL   A  230 KV : L230.IndianRiver-Milford.23034,100.0,high,matched,531418,100.0,high,matched,12091,2015-08-01,True,100.0,high,10002875412_10002854308
945 CRET 345 KV CRETEIPP-STJOHNS : DUMONT-WILTON CENTER 765KV,STJOHNS_345 KV_2:Dumont-Wilton Center 765kV,CRETEIPP-STJOHNS TIE        B  345 KV : DUMONT WILTON CENTER 765KV LINE (L11215),95.67,high,matched,511265,92.5,high,matched,16417,2013-01-04,True,92.5,high,10000568184_10000680488
4 QUAD C 345 KV 4 QUAD CITY 45TR1 18 : ACTUAL,4 QUAD C_345 KV_TR2 18:ACTUAL,4 QUAD C 18KV - 4 QUAD C 345KV (4 QUAD C 345 KV TR2 18) : BASE,93.5,high,matched,520124,93.5,high,matched,699,2026-01-24,False,93.5,high,10000467014_10000680485
PLEASNTV-ASHBURN 274D A 230 KV : L230.GOOSECREEK-ASHBURN-BEAUMEADE.227,PLEASNTV_230 KV_274D:L230.GooseCreek-Ashburn-Beaumeade.227,PLEASNTV 230KV - ASHBURN 230KV (PLEASNTV 230 KV 274D) : L230.GooseCreek-Ashburn-Beaumeade.227,100.0,high,matched,553371,100.0,high,matched,210,2026-04-16,False,100.0,high,10002898173_10017400286
PREST - TIBBS 138 KV L/O ASTER - COMMODORE 345 KV : ASTER - CMDR 345 KV,PRES_138 KV_PRE-TIBB:Aster - CMDR 345 kV,Commodore 345/230 XF2 l/o Prairie State-Mt Vernon 345kV : Prairie State-W Mt. Vernon 345,74.84,low,matched,553382,59.61,review,review,4698,2022-02-09,True,59.61,review,10017408419_10017408672
CONASTON 230 KV CONASTON-NORTHWES 2322 : L230.CONASTONE-NORTHWEST.2310,CONASTON_230 KV_CNS-GRA:L230.Conastone-Northwest.2310,CONASTON-NORTHWES 2322      A   230 KV : L230.Conastone-Northwest.2310,86.32,medium,matched,529643,100.0,high,matched,8405,2017-12-11,True,86.32,medium,10000565661_10002377741
74 KEWAN B1Z1 DIS              138 KV : L138.CORBIN-CRESCENTRIDGE.98105,74 KEWAN_138 KV_BTIE Z1:L138.Corbin-CrescentRidge.98105,74 KEWAN B1Z5 DIS              138 KV : L138.Corbin-CrescentRidge.98105,87.55,medium,matched,553419,97.29,high,matched,22,2026-04-28,False,87.55,medium,10017304064_10017305783
4 QUAD C345 KV  TR2 18 : ACTUAL,4 QUAD C_345 KV_TR2 18:ACTUAL,4 QUAD C 18KV - 4 QUAD C 345KV (4 QUAD C 345 KV TR2 18) : BASE,100.0,high,matched,520124,100.0,high,matched,699,2026-01-24,False,100.0,high,10004180282_10000680485
FACEROCK69 KV   FAROZBR : L500.CONASTONE-PEACHBOTTOM.5012,FACEROCK_69 KV_FAROZBR:(NUKE) L500.PeachBottom-Conastone.5012,FACEROCK69 KV   FAROZBR : (NUKE) L500.PeachBottom-Conastone.5012,100.0,high,matched,533557,100.0,high,matched,9223,2017-06-16,True,100.0,high,10004194634_10002493264
CHAPRLTP 230 KV CHAPRLTP-CARSON4 249B : L500.CARSON-MIDLOTHIAN.563,CHAPRLTP_230 KV_249B:L500.Carson-Midlothian.563,CHAPRLTP230 KV  249B : 563 LINE: CARSON-MIDLOTHIAN,100.0,high,matched,28250023,100.0,high,matched,20270,2011-04-02,True,100.0,high,10000569970_10002509181
GARDNERS 115 KV GARDNERS-TEXSEAST GAR-TEX : 230/115.LEWISTOWN.T3,GARDNERS_115 KV_GAR-TEX:230/115.Lewistown.T3,TEXSEAST 115KV - GARDNERS 115KV (GARDNERS 115 KV GAR-TEX) : 230/115/46.Lewistown.T2&T3,100.0,high,matched,534906,100.0,high,matched,7831,2018-04-15,True,100.0,high,10000565918_10015880680
BENTONHA138 KV  BEN-WES1 : ACTUAL,BENTONHA_138 KV_BEN-WES1:ACTUAL,BENTONHA 138KV - WESTSTRE 138KV (BENTONHA 138 KV BEN-WES1) : BASE,100.0,high,matched,520231,100.0,high,matched,1543,2025-07-15,True,100.0,high,10004212816_10000680485
177 BURN 345 KV BURNHAM-MUNSTER2 TIE : L765.DUMONT-WILTONCENTER.11215,MUNSTER2_345 KV_A:L765.Dumont-Wilton Center.11215,BURNHAM-MUNSTER2 TIE        B  345 KV : L765.Dumont-Wilton Center.11215,88.48,medium,matched,531385,90.22,high,matched,12580,2015-04-18,True,88.48,medium,10000567660_10004059893
CONASTON 230 KV CONASTON-NORTHWES 2322 : L500.BRIGHTON-CONASTONE.5011,CONASTON_230 KV_CNS-GRA:L500.Brighton-Conastone,CONASTON-NORTHWES 2322      A  230 KV : L500.Bedington-Black Oak + L500.Brighton-Conastone,86.32,medium,matched,511281,96.57,high,matched,11693,2015-10-27,True,86.32,medium,10000565661_10016032646
GRACETON_230KVGRA-MANO_1_LN : L500.CONASTONE-PEACHBOTTOM.5012,GRACETON_230 KV_GRA-MANO:L500.Conastone-PeachBottom.5012,MANOR 230KV - GRACETON 230KV (GRACETON 230 KV GRA-MANO) : L500.Conastone-PeachBottom.5012,100.0,high,matched,521133,93.87,high,matched,44,2026-04-27,False,93.87,high,10018993331_10002493264
ETOWANDA-HILLSIDE 2002 TIE  A   230 KV : L345.MAINESBURG-WATERCURE [NYISO],ETOWANDA_230 KV_ETO-SCO:L345.Mainesburg-Watercure [NYISO],ETOWANDA 230KV - HILLSIDE 230KV (ETOWANDA 230 KV ETO-HIL) : L345.Mainesburg-Watercure [NYISO],86.32,medium,matched,551608,90.71,high,matched,49,2026-04-27,False,86.32,medium,10017125044_10002909562
CEDARCRE230 KV  CED-SIL : L230.CARTANZA-MILFORD.23033,CEDARCRE_230 KV_CED-SIL:L230.Cartanza-Milford.23033,SILVERUN 230KV - CEDARCRE 230KV (CEDARCRE 230 KV CED-SIL) : L230.Cartanza-Milford.23033,100.0,high,matched,550725,100.0,high,matched,519,2026-02-26,False,100.0,high,10016432828_10002380726
LINVFT 230 KV LINVFT -VFT_ST LIN-VFT1 : ACTUAL,LINVFT_230 KV_LIN-VFT1:ACTUAL,VFT_ST 230KV - LINVFT 230KV (LINVFT 230 KV LIN-VFT1) : BASE,100.0,high,matched,512155,100.0,high,matched,370,2026-03-24,False,100.0,high,10000565077_10000680485
STILLWELL-DUMONT 345 L/O WILTON CENTER-DUMONT 765 : L765.DUMONT-WILTONCENTER.11215,Dumont2-Stillwell Tie B 345 kv SPS Armed: DUM-WIL 11215 w/ PO-5 JO-7 Trip,Maroa -E GooseCreek 345 kV l/o Wilton Center-Dumont 765 kV : L765.Dumont-WiltonCenter.11215,59.89,review,review,553185,91.22,high,matched,3863,2023-02-15,True,59.89,review,10016743579_10004059893
FREMNT  138 KV  FRE-WFR1 : ACTUAL,FREMNT_138 KV_FRE-WFR1:ACTUAL,WFREMONT 138KV - FREMNT 138KV (FREMNT 138 KV FRE-WFR1) : BASE,100.0,high,matched,520023,100.0,high,matched,2414,2024-09-20,True,100.0,high,10003891598_10000680485
PA-CENT CONTINGENCY 1 : L500.JUNIATA-SUNBURY.5046,PA Central,TRANSFER INTERFACE: PA-CENT : L500.Juniata-Sunbury.5046,52.72,review,review,68,91.88,high,matched,3490,2023-08-03,True,52.72,review,10016050327_10015883528
74 KEWAN B1Z1 DIS             138 KV : L138.CORBIN-CRESCENTRIDGE.98105,74 KEWAN_138 KV_BTIE Z1:L138.Corbin-CrescentRidge.98105,74 KEWAN B1Z5 DIS              138 KV : L138.Corbin-CrescentRidge.98105,87.55,medium,matched,553419,97.29,high,matched,22,2026-04-28,False,87.55,medium,10018420307_10017305783
SUB85_SUB18_161_FLO_OAKGROVE_LOUISA_345 : L345.OAKGROVE-LOUISA (MEC),LOUISA_230 KV_255A:L500.Loudoun-Meadowbrook (TRAIL),Newport - Denmark 161 kV l/o Hills - Sub T - Louisa 345 kV : Hills - Sub T - Louisa 345 kV,48.06,review,unmatched,533130,57.14,review,review,2631,2024-07-04,True,48.06,review,10016736777_10016033675
POWERTON-TOWERLINE 138 KV L/O FARGO-SANDBURG 345 KV : L345.FARGO-SANDBRG,FARGO 3_345 KV_TR2:Maple Ridge - Tazewell 345 kV,FARGO  3 345KV - FARGO  3 138KV (FARGO  3 345 KV TR3) : L345.Nelson-ElectricJunction.15502,62.89,review,review,534336,68.2,review,review,6625,2019-07-12,True,62.89,review,10016743581_10016228549
12 DRESDEN 45TR81 CT H 345 KV : L345.LOCKPORT-KENDALL.10805,12 DRESD_345 KV_1220:L345.Lockport-Kendall.10805,12 DRESDEN  45TR81 CT       H  345 KV : L345.12 Dresden-111 ElctrcJct.1223+12 Dresden.TR83,80.1,medium,matched,554601,79.85,low,matched,11989,2015-09-04,True,79.85,low,10002883601_10002855443
KINGSTON69 KV   KST-WOR : ACTUAL,KINGSTON_69 KV_KST-WOR:ACTUAL,WOVERDPL 69KV - KINGSTON 69KV (KINGSTON 69 KV KST-WOR) : BASE,100.0,high,matched,520703,100.0,high,matched,114,2026-04-22,False,100.0,high,10016462075_10000680485
SHADELAND-LAFAYETTE SOUTH 13808 L/O WESTWOOD-NW TAP 13806 : WESTWOOD-08NW_TAP-WLAFYETT 138,WESTWOOD_345 KV_1:WESTWOOD #2 345/138KV TRANSFORMER,Northwest Tap - Purdue 138 kV l/o Westwood - W Lafayette 138 kV : Westwood-08NW_Tap-WLafyett 138,67.05,review,review,532386,80.32,medium,matched,4866,2021-11-02,True,67.05,review,10016821000_10002883908
WHITESTN 115 KV WHITESTN-HARMONYV 65A : L230.FREDERICKSBURG-BIRCHWOOD.2083,HARMONYV_230 KV_TX2:L230.Fredericksburg-Birchwood.2083,WHITESTN-HARMONYV 65A       B  115 KV : L230.Fredericksburg-Birchwood.2083,82.67,medium,matched,552570,100.0,high,matched,5430,2020-12-18,True,82.67,medium,10000570180_10002670034
JUNIATA 2 XFORMER H 500 KV : 500/230.JUNIATA.T1,JUNIATA_500 KV_2:500/230.Juniata.T1,JUNIATA 500KV - JUNIATA 230KV (JUNIATA 500 KV 2) : 500/230.Juniata.T1,100.0,high,matched,550675,96.18,high,matched,595,2026-02-10,False,96.18,high,10002891576_10004189517
GARRETAP-GARRETT B 115 KV : ACTUAL,GARRETAP_115 KV_GAR-GAR:ACTUAL,GARRETAP 115KV - GARRETT 115KV (GARRETAP 115 KV GAR-GAR) : BASE,92.35,high,matched,512436,97.29,high,matched,124,2026-04-21,False,92.35,high,10015745371_10000680485
MEHOOPAN115 KV  MEH-NME1 : NORTH MESHOPPEN - MEHOOPANY2 115 KV LINE,MEHOOPAN_115 KV_MEH-NME1:North Meshoppen - Mehoopany2 115 kV line,MEHOOPAN 115KV - NMESHOPP 115KV (MEHOOPAN 115 KV MEH-NME1) : North Meshoppen - Mehoopany2 115 kV line,100.0,high,matched,552331,100.0,high,matched,2250,2024-11-24,True,100.0,high,10004183718_10017094705
GRACETON230 KV  GRA-MANO : L500.CONASTONE-PEACHBOTTOM.5012,GRACETON_230 KV_GRA-MANO:L500.Conastone-PeachBottom.5012,MANOR 230KV - GRACETON 230KV (GRACETON 230 KV GRA-MANO) : L500.Conastone-PeachBottom.5012,100.0,high,matched,521133,100.0,high,matched,44,2026-04-27,False,100.0,high,10018280441_10002493264
NOTTINGH 230 KV NOTTINGHM 2-3 SER DEV : 500/230.CONASTONE.500-4,NOTTINGH_230 KV_2-3:TEMP.DBL.500/230.Conastone.500-4 + 230 Coop-Gracet,NOTTINGH230 KV  2-3 : 500/230.Conastone.500-4,100.0,high,matched,554068,100.0,high,matched,1985,2025-03-10,True,100.0,high,10002384305_10002236485
CONASTON-PEACHBOT 5012 A 500 KV : ACTUAL,CONASTON_500 KV_500-4:ACTUAL,PEACHBOT 500KV - PEACHBOT 1KV (PEACHBOT 500 KV 1-P) : BASE,95.94,high,matched,520763,92.35,high,matched,1490,2025-07-30,True,92.35,high,10002923086_10000680485
CEDARGRO 230 KV CEDARGRO-CLIF B-2228-3 PS : L230.CEDARGROVE-CLIFTON-ATHENIA.K-2263,CEDARGRO_230 KV_CED-CLIB:L230.CedarGrove-Clifton-Athenia.K-2263,CEDARGRO-CLIF  B-2228-3 PS  A  230 KV : L230.CedarGrove-Clifton-Athenia.K-2263 + Ath.T2,85.0,medium,matched,531916,100.0,high,matched,15171,2013-10-16,True,85.0,medium,10000580360_10002884231
BRIGHTON 6AB           CB      500 KV : 500/230.BRIGHTON.T1,BRIGHTON_500 KV_NO.1TR:L500.Brighton-Doubs,BRIGHTON 500KV - BRIGHTON 230KV (BRIGHTON 500 KV NO.3TR) : 500/230.Brighton.T1,76.65,low,matched,529115,87.7,medium,matched,4792,2022-01-06,True,76.65,low,10016686709_10016686710
TURKEY HILL-HILGARD 138 KV L/O PRAIRIE STATE-MT VERNON 345 KV : PRAIRIE STATE-W MT. VERNON 345,7 STATE_138 KV_702:138L0708 State Line-0708-Calumet-Harbor 138 kV,Turkey Hill-Mascouta 138 kV l/o Prairie State-Mt Vernon 345 kV : Prairie State-W Mt. Vernon 345,67.0,review,review,521965,95.19,high,matched,3803,2023-03-23,True,67.0,review,10017109512_10011896689
SANDBURG XFMR 3 161/138 KV L/O OAK GROVE - SANDBURG 345 KV : OAK GROVE - SANDBURG 345 KV,BURR_OAK_345 KV_A:L345.Burr Oak-Leesburg (NIPS),Burr Oak 345/138 kV xfmr l/o Burr Oak-Leesburg 345 kV : BURR OAK - LEESBURG 345 KV LINE (NIPS),66.99,review,review,510655,73.17,low,matched,17329,2012-08-31,True,66.99,review,10016737063_10015882295
BIGPINET138 KV  BIG-KIS : L138.SPRINGDALE-ALL4JCT-ALL4TAP-ALL6-BRACKENRIDGE,BIGPINET_138 KV_BIG-KIS:L138.Springdale-All4Jct-All4Tap-All6-Brackenridge,KISKIVAL 138KV - BIGPINET 138KV (BIGPINET 138 KV BIG-KIS) : L138.Springdale-All4Jct-All4Tap-All6-Brackenridge,100.0,high,matched,532827,100.0,high,matched,1425,2025-08-14,True,100.0,high,10003951045_10002493367
CONASTON-PEACHBOT 5012 A 500 KV : L500.HUNTERSTOWN-CONASTONE.5013,CONASTON_500 KV_500-4:L500.Brighton-Conastone,PEACHBOT 500KV - CONASTON 500KV (CONASTON 500 KV CNS-PEA) : L500.Hunterstown-Conastone.5013,87.42,medium,matched,28100513,91.73,high,matched,442,2026-03-13,False,87.42,medium,10002923086_10002561209
CHARLTSV 230 KV CHARLTSV-PROFITDP 2054B1 : L500.ELMONT-CUNNINGHAM.553,CHARLTSV_230 KV_2054B1:L500.Elmont-Cunningham.553,CHARLTSV 230KV - PROFITDP 230KV (CHARLTSV 230 KV 2054B1) : L500.Elmont-Cunningham.553,100.0,high,matched,530612,100.0,high,matched,774,2025-12-30,True,100.0,high,10002508920_10002232562
MT.VERNON-W.SALEM 138 KV L/O XENIA-NEWTON 345 KV : XENIA-NEWTON (31330323) 345 LINE,NEWTON 3_345 KV_TR2:Newton TR1 345/138,Mt Vernon 345/138 kV l/o Newton-Xenia 345 kV : Xenia-Newton (31330323) 345 Line,77.81,low,matched,534728,100.0,high,matched,9391,2017-05-04,True,77.81,low,10016741629_10004188695
BAGLEY 230 KV BAGLEY -GRACETON BAG-GRA : L230.GRACETON-BAGLEY-RAPHAELROAD.2313,BAGLEY_230 KV_BAG-GRA:L230.Graceton-Bagley-RaphaelRoad.2313,GRACETON 230KV - BAGLEY 230KV (BAGLEY 230 KV BAG-GRA) : L230.Graceton-Bagley-RaphaelRoad.2313,100.0,high,matched,534131,100.0,high,matched,5411,2021-01-04,True,100.0,high,10000826306_10004187719
BAGLEY 230 KV BAGLEY -GRACETON BAG-GRA : L500.BRIGHTON-CONASTONE.5011,BAGLEY_230 KV_BAG-GRA:L500.Brighton-Conastone,BAGLEY  -GRACETON BAG-GRA   A  230 KV : L500.Brighton-Conastone,100.0,high,matched,522391,100.0,high,matched,15556,2013-08-01,True,100.0,high,10000826306_10016032646
ASHBURN-GOOSECRE 227D       B  230 KV : L230.BEAUMEAD-ASHBURN-PLEASANTVIEW.274,ASHBURN_230 KV_227B:L230.Beaumead-Ashburn-PleasantView.274,GOOSECRE 230KV - ASHBURN 230KV (ASHBURN 230 KV ASH-GOOS) : L230.Beaumead-Ashburn-PleasantView.274,90.15,high,matched,552696,91.42,high,matched,321,2026-04-02,False,90.15,high,10018736423_10016247090
MARDELA-VIENNA 6708-1 A 69 KV : L138.LORETTO-VIENNA.13780,MARDELA_69 KV_MAR-VIE:L138.Loretto-Vienna.13780,MARDELA-VIENNA 6708-1       A  69 KV : L138.Loretto-Vienna.13780,84.71,medium,matched,201269,100.0,high,matched,15306,2013-09-26,True,84.71,medium,10002494913_10001865939
ELIMA   138 KV  ELI-HAV1 : L345.EASTLIMA-MADDOXCREEK,ELIMA_138 KV_ELI-HAV1:L345.EastLima-MaddoxCreek,HAVILAND 138KV - ELIMA 138KV (ELIMA 138 KV ELI-HAV1) : L345.EastLima-MaddoxCreek,100.0,high,matched,550676,100.0,high,matched,147,2026-04-19,False,100.0,high,10016017601_10002486693
FREMNT-FREMONTC A 138 KV : L138/69.FREMONT.T1 + 69.FREMONT.BUS,FREMNT_138 KV_FRE-FRE1:L138/69.Fremont.T1 + 69.Fremont.Bus,FREMNT 138KV - FREMONTC 138KV (FREMNT 138 KV FRE-FRE1) : L138/69.Fremont.T1 + 69.Fremont.Bus,85.87,medium,matched,552842,97.17,high,matched,65,2026-04-25,False,85.87,medium,10004218945_10017159235
